-12.6, 15.93, 0.01, 656.4, 191.0, 2.15, 88.7, -17.5, -17.1, -11.4
-10.4, 15.93, 0.02, 323.8, 252.7, 2.67, 85.6, -16.7, -17.0, -11.4
-9.6, 15.93, 0.06, 327.9, 255.8, 1.45, 86.3, -15.7, -16.8, -11.4
-6.1, 15.93, 0.35, 332.1, 270.1, 3.49, 83.9, -15.1, -16.6, -11.4
-10.3, 15.93, 0.22, 404.8, 242.7, 3.29, 90.9, -14.5, -16.3, -11.4
-17.6, 15.93, 0.0, 799.2, 161.7, 1.68, 97.6, -16.1, -16.2, -11.4
-20.8, 15.93, 0.0, 735.7, 162.8, 1.44, 100.0, -17.3, -16.1, -11.4
-24.6, 15.93, 0.0, 726.6, 153.8, 2.06, 95.1, -18.7, -16.0, -11.4
-20.8, 15.93, 0.0, 617.3, 179.5, 2.58, 86.7, -19.0, -16.1, -11.4
-13.5, 15.93, 0.0, 451.6, 227.4, 2.84, 86.7, -17.5, -16.1, -11.4
-9.7, 14.27, 0.02, 762.5, 182.3, 2.63, 70.3, -15.6, -16.0, -11.4
-12.4, 14.27, 0.02, 818.2, 168.1, 1.34, 77.2, -15.2, -15.8, -11.4
-11.7, 14.27, 0.05, 694.7, 187.4, 1.56, 74.4, -15.3, -15.7, -11.4
-13.2, 14.27, 0.03, 809.0, 169.5, 1.53, 79.8, -15.4, -15.5, -11.4
-8.9, 14.27, 0.31, 752.9, 190.3, 2.65, 68.7, -14.8, -15.4, -11.4
-4.2, 14.27, 0.05, 418.3, 254.2, 1.69, 69.0, -13.7, -15.3, -11.4
-1.8, 14.27, 0.31, 376.1, 270.2, 2.84, 66.4, -12.1, -15.0, -11.4
-10.5, 14.27, 0.17, 647.6, 202.2, 1.62, 78.3, -12.6, -14.8, -11.4
-4.0, 14.27, 0.46, 563.6, 236.4, 3.24, 67.2, -13.0, -14.6, -11.4
-3.3, 14.27, 0.55, 565.0, 239.6, 1.55, 69.9, -12.0, -14.4, -11.4
-0.2, 14.27, 2.82, 497.5, 261.5, 3.14, 65.1, -11.0, -14.2, -11.4
-11.9, 14.27, 0.19, 713.8, 192.1, 0.82, 76.3, -12.1, -14.0, -11.4
-10.7, 14.27, 0.05, 684.7, 200.4, 2.05, 71.3, -13.3, -13.9, -11.4
-10.4, 14.27, 0.0, 820.5, 185.3, 2.71, 69.2, -13.3, -13.8, -11.4
-17.1, 14.27, 0.0, 864.3, 161.5, 0.79, 76.3, -14.3, -13.7, -11.4
-15.6, 14.27, 0.0, 726.2, 182.1, 1.56, 73.9, -14.8, -13.7, -11.4
-16.4, 14.27, 0.0, 872.3, 164.5, 0.77, 85.2, -14.9, -13.7, -11.4
-9.8, 14.27, 0.16, 880.9, 183.0, 2.81, 69.9, -14.4, -13.7, -11.4
-3.9, 14.27, 0.87, 538.7, 246.0, 3.63, 65.9, -12.6, -13.6, -11.4
-3.1, 14.27, 0.73, 550.4, 248.1, 2.33, 66.5, -11.4, -13.5, -11.4
-4.0, 14.27, 0.27, 618.1, 236.6, 1.33, 67.7, -11.0, -13.3, -11.4
-9.9, 14.27, 0.31, 826.2, 192.5, 0.95, 77.4, -11.9, -13.2, -11.4
-0.2, 14.27, 0.41, 516.3, 265.1, 3.53, 62.8, -11.2, -13.0, -11.4
-0.1, 14.27, 0.49, 630.6, 251.2, 2.53, 62.8, -10.0, -12.9, -11.4
-1.0, 14.27, 0.36, 599.1, 252.5, 0.91, 65.3, -9.7, -12.7, -11.4
-0.2, 14.27, 0.13, 481.9, 270.9, 1.06, 63.9, -9.6, -12.5, -11.4
1.0, 14.27, 1.26, 439.6, 282.0, 1.7, 63.3, -9.1, -12.3, -11.4
0.9, 14.27, 0.67, 448.8, 280.6, 2.43, 62.9, -7.9, -12.1, -11.4
2.5, 14.27, 0.56, 538.4, 276.2, 2.61, 63.9, -4.0, -11.8, -11.4
0.7, 14.27, 1.21, 455.6, 279.8, 1.19, 64.4, -4.9, -11.4, -11.4
0.7, 12.48, 0.2, 490.2, 265.6, 1.2, 53.3, -7.3, -11.1, -11.4
-2.2, 12.48, 0.34, 594.4, 240.5, 1.27, 56.8, -8.6, -11.0, -11.4
2.4, 12.48, 0.89, 412.2, 284.3, 2.41, 52.4, -8.4, -10.9, -11.4
-3.0, 12.48, 0.28, 560.6, 242.7, 0.45, 58.6, -8.6, -10.7, -11.4
2.1, 12.48, 0.16, 734.6, 239.2, 2.11, 52.8, -7.9, -10.6, -11.4
6.1, 12.48, 1.77, 454.2, 294.9, 2.48, 53.7, -0.5, -10.4, -11.4
3.9, 12.48, 0.65, 615.1, 263.6, 2.27, 53.4, -0.8, -9.8, -11.4
2.5, 12.48, 0.41, 833.5, 228.4, 2.46, 52.3, -3.3, -9.5, -11.4
1.0, 12.48, 0.05, 1006.4, 201.0, 1.29, 53.2, -4.8, -9.3, -11.4
0.8, 12.48, 0.01, 734.2, 236.7, 1.11, 54.9, -3.8, -9.1, -11.4
3.8, 12.48, 0.19, 426.5, 290.4, 3.61, 52.1, -3.5, -8.9, -11.4
3.9, 12.48, 0.24, 476.5, 283.9, 2.89, 52.6, -3.0, -8.6, -11.4
2.7, 12.48, 0.06, 813.7, 234.3, 0.9, 53.6, -2.6, -8.4, -11.4
5.0, 12.48, 0.34, 564.0, 277.2, 1.42, 51.5, -1.0, -8.2, -11.4
5.2, 12.48, 1.44, 465.1, 291.8, 2.43, 53.2, -1.7, -7.9, -11.4
3.6, 12.48, 0.43, 787.3, 242.2, 1.68, 53.1, -2.8, -7.7, -11.4
3.5, 12.48, 0.09, 875.0, 230.6, 1.47, 51.6, -2.8, -7.6, -11.4
0.6, 12.48, 0.05, 926.4, 214.2, 0.56, 52.1, -4.1, -7.5, -11.4
1.9, 12.48, 0.01, 500.2, 274.2, 0.5, 53.7, -3.4, -7.4, -11.4
7.4, 12.48, 0.92, 537.3, 292.3, 2.78, 50.3, 1.5, -7.2, -11.4
9.9, 12.48, 0.04, 487.7, 310.5, 1.22, 52.3, 4.5, -6.8, -11.4
12.7, 12.48, 0.94, 443.1, 330.2, 1.98, 51.8, 7.0, -6.3, -11.4
13.8, 12.48, 1.14, 445.3, 334.9, 1.88, 52.6, 8.1, -5.7, -11.4
6.4, 12.48, 2.22, 447.3, 301.3, 2.36, 53.4, 3.0, -5.3, -11.4
8.6, 12.48, 5.31, 446.7, 311.2, 0.9, 54.4, 3.7, -5.0, -11.4
3.6, 12.48, 0.44, 689.0, 258.1, 2.58, 52.5, 0.0, -4.8, -11.4
1.7, 12.48, 0.28, 780.3, 239.4, 3.8, 48.3, -2.0, -4.8, -11.4
5.0, 12.48, 0.03, 752.7, 255.2, 0.89, 46.3, 0.3, -4.8, -11.4
8.2, 12.48, 0.0, 606.6, 288.1, 2.06, 46.6, 3.3, -4.6, -11.4
10.2, 12.48, 0.01, 644.5, 291.3, 1.5, 48.0, 5.1, -4.3, -11.4
11.3, 12.48, 0.86, 781.3, 276.7, 3.14, 51.6, 6.1, -4.0, -11.4
10.8, 13.3, 0.26, 537.0, 321.8, 0.73, 65.0, 6.6, -3.7, -11.4
8.7, 13.3, 0.01, 434.8, 327.7, 3.02, 57.7, 5.0, -3.4, -11.4
8.8, 13.3, 0.0, 448.6, 326.4, 2.29, 57.9, 4.7, -3.3, -11.4
10.9, 13.3, 0.04, 803.5, 281.7, 0.87, 56.6, 6.3, -3.0, -11.4
13.9, 13.3, 0.0, 710.6, 308.9, 1.07, 51.2, 9.0, -2.7, -11.4
17.0, 13.3, 0.0, 801.8, 307.9, 1.75, 53.9, 11.8, -2.3, -11.4
13.6, 13.3, 1.05, 673.2, 314.3, 1.02, 64.0, 9.6, -1.9, -11.4
